id,status,reason,image,gt,source_dataset,source_name,source_code,source_title,publisher,publication_year,source_material,source_category,sample_type,scene,difficulty,script_mix,detected_script_mix,score_included,official_eval_layer,gold_label_status,gt_source,source_package,original_id,original_image,page_file,page,box,part,region_kind,has_digit,gt_chars,gt_nonspace_chars,gt_lines,yi_chars,han_chars,latin_chars,digit_chars
xuan_yi_3_line_000471,included,,images/xuan_yi_3_line_000471.png,ꊰꑋꃱꋉꃅꌠꉪꇮꄸ。定要想到十天的园根,,凉山彝文资料选译第3集,xuan_yi_3,凉山彝文资料选译（3）：《尔比尔吉》,四川民族出版社,1978,扫描件,old_selection_same_batch,line,old_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00507_xuan_yi_3__xuan_yi_3_p181_old_selection_same_batch__v3_box_011__body_line,images/book_00507_xuan_yi_3__xuan_yi_3_p181_old_selection_same_batch__v3_box_011__body_line.png,xuan_yi_3_p181_old_selection_same_batch.png,181,11,,,False,19,19,1,9,9,0,0
xuan_yi_3_line_000472,included,,images/xuan_yi_3_line_000472.png,ꈌꀋꌒꑋꀋꐥ，狗无一天不乐，,,凉山彝文资料选译第3集,xuan_yi_3,凉山彝文资料选译（3）：《尔比尔吉》,四川民族出版社,1978,扫描件,old_selection_same_batch,line,old_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00508_xuan_yi_3__xuan_yi_3_p181_old_selection_same_batch__v3_box_013__body_line,images/book_00508_xuan_yi_3__xuan_yi_3_p181_old_selection_same_batch__v3_box_013__body_line.png,xuan_yi_3_p181_old_selection_same_batch.png,181,13,,,False,14,14,1,6,6,0,0
yi_dictionary_line_000475,included,,images/yi_dictionary_line_000475.png,ꁰꄻꌠꉉꀽ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00511_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_001__body_line,images/book_00511_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_001__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,1,,,False,5,5,1,5,0,0,0
yi_dictionary_line_000476,included,,images/yi_dictionary_line_000476.png,ꄯꒉꋌꋐꆹ，ꌧꍧꊿꋅꄯꒉꅏꅉꇬ1,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00512_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_002__body_line,images/book_00512_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_002__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,2,,,True,16,16,1,14,0,0,1
yi_dictionary_line_000477,included,,images/yi_dictionary_line_000477.png,978ꈓꌜꑭꊂꃷꎭꃅꅐꄉꌠ《ꆈꌠꁱꂷ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00513_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_003__body_line,images/book_00513_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_003__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,3,,,True,18,18,1,14,0,0,3
yi_dictionary_line_000478,included,,images/yi_dictionary_line_000478.png,ꎹꏦ》ꋐꌠꉪꌌꄺꀱꄉꌠꉬ。ꄯꒉꋌꋐꃀ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00514_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_004__body_line,images/book_00514_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_004__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,4,,,False,18,18,1,16,0,0,0
yi_dictionary_line_000479,included,,images/yi_dictionary_line_000479.png,ꊁꃅ20ꃪꎖꋐꍑꌌꁊꈴꃅꃷꎭꋺꇈ，ꉹ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00515_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_005__body_line,images/book_00515_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_005__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,5,,,True,18,18,1,15,0,0,2
yi_dictionary_line_000480,included,,images/yi_dictionary_line_000480.png,ꁌꃅꇫꁌꒉ，ꇬꉚꏾ。ꋋꈍꑋꈓꅑꅸꇁꌠ，,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00516_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_006__body_line,images/book_00516_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_006__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,6,,,False,19,19,1,16,0,0,0
yi_dictionary_line_000481,included,,images/yi_dictionary_line_000481.png,ꄯꒉꋌꋐ，ꉹꁌꆈꌠꁱꂷꌷꌬꇬꇇꌭꀋ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00517_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_007__body_line,images/book_00517_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_007__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,7,,,False,17,17,1,16,0,0,0
yi_dictionary_line_000482,included,,images/yi_dictionary_line_000482.png,ꂿꑘꑵꐛꀐ。ꆈꌠꃅꈋꁊꈴꃅꆈꌠꁱꂷꂘ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00518_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_008__body_line,images/book_00518_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_008__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,8,,,False,18,18,1,17,0,0,0
yi_dictionary_line_000483,included,,images/yi_dictionary_line_000483.png,ꑴꇬꌋꆀꌶꅉꆈꌠꁱꂷꂘꈧꌠꇬꌌꆈꉙꌋ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00519_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_009__body_line,images/book_00519_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_009__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,9,,,False,18,18,1,18,0,0,0
yi_dictionary_line_000484,included,,images/yi_dictionary_line_000484.png,ꆀꆈꌠꁱꂷꂘꇬ，ꂿꄐꀉꒉꃅꐥꅷꇁꀐ。,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00520_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_010__body_line,images/book_00520_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_010__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,10,,,False,18,18,1,16,0,0,0
yi_dictionary_line_000485,included,,images/yi_dictionary_line_000485.png,ꀋꃋꉹꁌꌋꆀꎥꃪ、ꌺꑴꅉꈧꌠꉜꐨꇬꈴ,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,easy,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00521_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_011__body_line,images/book_00521_yi_dictionary__yi_dictionary_p006_dictionary_latin_phonetic_special__v3_box_011__body_line.png,yi_dictionary_p006_dictionary_latin_phonetic_special.png,6,11,,,False,18,18,1,17,0,0,0
yi_dictionary_line_000486,included,,images/yi_dictionary_line_000486.png,ꉮ（hit）ꉮꏣ害处,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00522_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_001__body_line,images/book_00522_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_001__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,1,,,False,10,10,1,3,2,3,0
yi_dictionary_line_000487,included,,images/yi_dictionary_line_000487.png,ꈘ（ggie）ꈘꆽ零碎,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00523_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_002__body_line,images/book_00523_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_002__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,2,,,False,11,11,1,3,2,4,0
yi_dictionary_line_000488,included,,images/yi_dictionary_line_000488.png,ꑍꇅ（二画）,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00524_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_003__body_line,images/book_00524_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_003__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,3,,,False,6,6,1,2,2,0,0
yi_dictionary_line_000489,included,,images/yi_dictionary_line_000489.png,ꌕ（suo）ꌕꈈ肃静，ꌕꊰ三十,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00525_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_004__body_line,images/book_00525_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_004__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,4,,,False,15,15,1,5,4,3,0
yi_dictionary_line_000490,included,,images/yi_dictionary_line_000490.png,ꌖ（suop）ꌖꑐꌗꑐ气息奄奄,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00526_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_005__body_line,images/book_00526_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_005__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,5,,,False,15,15,1,5,4,4,0
yi_dictionary_line_000491,included,,images/yi_dictionary_line_000491.png,ꌌ（sip）ꌌꉪ 感觉,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00527_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_006__body_line,images/book_00527_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_006__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,6,,,False,11,10,1,3,2,3,0
yi_dictionary_line_000492,included,,images/yi_dictionary_line_000492.png,ꄙ（dur）ꄙꄉ顶住,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00528_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_010__body_line,images/book_00528_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_010__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,10,,,False,10,10,1,3,2,3,0
yi_dictionary_line_000493,included,,images/yi_dictionary_line_000493.png,ꅪ（hni）ꅪꁧ相貌，ꌋꅪ妇女,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00529_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_011__body_line,images/book_00529_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_011__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,11,,,False,15,15,1,5,4,3,0
yi_dictionary_line_000494,included,,images/yi_dictionary_line_000494.png,ꄯ（tep）ꄯꁯ棍子,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00530_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_012__body_line,images/book_00530_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_012__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,12,,,False,10,10,1,3,2,3,0
yi_dictionary_line_000495,included,,images/yi_dictionary_line_000495.png,ꂿ（mo）ꂿꄐ作用，ꂿꃅ天,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00531_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_013__body_line,images/book_00531_yi_dictionary__yi_dictionary_p042_dictionary_latin_phonetic_special__v3_box_013__body_line.png,yi_dictionary_p042_dictionary_latin_phonetic_special.png,42,13,,,False,13,13,1,5,3,2,0
yi_dictionary_line_000496,included,,images/yi_dictionary_line_000496.png,ꆤ（hluop）ꎂꀕꆣ（水）漫动的形容,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00532_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_001__body_line,images/book_00532_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_001__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,1,,,False,19,19,1,4,6,5,0
yi_dictionary_line_000497,included,,images/yi_dictionary_line_000497.png,ꆚ（hlip）ꆚꈈ连枷,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00533_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_002__body_line,images/book_00533_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_002__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,2,,,False,11,11,1,3,2,4,0
yi_dictionary_line_000498,included,,images/yi_dictionary_line_000498.png,ꉩ（ngo）ꉩꇗ猫头鹰,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00534_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_004__body_line,images/book_00534_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_004__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,4,,,False,11,11,1,3,3,3,0
yi_dictionary_line_000499,included,,images/yi_dictionary_line_000499.png,ꋀ（cuop）ꂿꆹꂿꋉ破烂物,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00535_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_005__body_line,images/book_00535_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_005__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,5,,,False,14,14,1,5,3,4,0
yi_dictionary_line_000500,included,,images/yi_dictionary_line_000500.png,ꊿ（co）ꊿꊇ他们，ꊿꋅ民族,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00536_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_006__body_line,images/book_00536_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_006__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,6,,,False,14,14,1,5,4,2,0
yi_dictionary_line_000501,included,,images/yi_dictionary_line_000501.png,ꆉ（nuop）ꃴꆉꉘꉩ阴险,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00537_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_008__body_line,images/book_00537_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_008__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,8,,,False,13,13,1,5,2,4,0
yi_dictionary_line_000502,included,,images/yi_dictionary_line_000502.png,ꀑ（o）ꀑꁮ 聪明,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00538_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_009__body_line,images/book_00538_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_009__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,9,,,False,9,8,1,3,2,1,0
yi_dictionary_line_000503,included,,images/yi_dictionary_line_000503.png,ꏓ（rep）ꏓꏡ收集，ꏓꊯ到齐,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00539_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_011__body_line,images/book_00539_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_011__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,11,,,False,15,15,1,5,4,3,0
yi_dictionary_line_000504,included,,images/yi_dictionary_line_000504.png,ꀖ（bit）ꑸꑽꀖ挖洋芋，ꀖꍰ揭发,,彝文检字本,yi_dictionary,彝文检字本,四川民族出版社,1984,扫描件,dictionary_latin_phonetic_special,line,new_print_pdf,medium,yi_han_latin,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00540_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_012__body_line,images/book_00540_yi_dictionary__yi_dictionary_p086_dictionary_latin_phonetic_special__v3_box_012__body_line.png,yi_dictionary_p086_dictionary_latin_phonetic_special.png,86,12,,,False,17,17,1,6,5,3,0
luoe_teyi_region_000507,included,,images/luoe_teyi_region_000507.png,ꊖꆈꁧꊂꎭ。,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00277_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_002__yi_phonetic_parent_region,images/book_00277_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_002__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,2,,yi_phonetic_parent_region,False,6,6,1,5,0,0,0
luoe_teyi_region_000508,included,,images/luoe_teyi_region_000508.png,ꐧꐛꈲꐛꇁꄿꀕ？,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00278_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_004__yi_phonetic_parent_region,images/book_00278_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_004__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,4,,yi_phonetic_parent_region,False,8,8,1,7,0,0,0
luoe_teyi_region_000509,included,,images/luoe_teyi_region_000509.png,ꐧꐛꈲꐛꇁꂸꄿ。,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00279_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_006__yi_phonetic_parent_region,images/book_00279_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_006__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,6,,yi_phonetic_parent_region,False,8,8,1,7,0,0,0
luoe_teyi_region_000510,included,,images/luoe_teyi_region_000510.png,ꋍꊂꂿꈭꐩ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00280_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_008__yi_phonetic_parent_region,images/book_00280_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_008__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,8,,yi_phonetic_parent_region,False,6,6,1,5,0,0,0
luoe_teyi_region_000511,included,,images/luoe_teyi_region_000511.png,ꉬꑎꇱ①ꐛꇁ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00281_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_010__yi_phonetic_parent_region,images/book_00281_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_010__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,10,,yi_phonetic_parent_region,True,7,7,1,5,0,0,1
luoe_teyi_region_000512,included,,images/luoe_teyi_region_000512.png,ꇱꍸꌕꈎꐛ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00282_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_012__yi_phonetic_parent_region,images/book_00282_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_012__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,12,,yi_phonetic_parent_region,False,6,6,1,5,0,0,0
luoe_teyi_region_000513,included,,images/luoe_teyi_region_000513.png,ꉒꐎꌕꌅꄓ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00283_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_014__yi_phonetic_parent_region,images/book_00283_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_014__yi_phonetic_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,14,,yi_phonetic_parent_region,False,6,6,1,5,0,0,0
luoe_teyi_region_000514,included,,images/luoe_teyi_region_000514.png,ꏃꃅꉬꉎꒆ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00284_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_016__footnote_parent_region,images/book_00284_luoe_parent__luoe_teyi_annotated_p086_old_luoe_reference__v4_box_016__footnote_parent_region.png,luoe_teyi_annotated_p086_old_luoe_reference.png,86,16,,footnote_parent_region,False,6,6,1,5,0,0,0
luoe_teyi_region_000515,included,,images/luoe_teyi_region_000515.png,"差一个的是什么？
ꋌꈨꆏꇠꄏꃳꆏ，",,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi_han,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00286_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_003__yi_phonetic_parent_region,images/book_00286_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_003__yi_phonetic_parent_region.png,luoe_teyi_annotated_p168_old_luoe_reference.png,168,3,,yi_phonetic_parent_region,False,18,16,2,7,7,0,0
luoe_teyi_region_000516,included,,images/luoe_teyi_region_000516.png,ꀿꃼꀿꎹꇿꎹꌠ，,,《勒俄特依》译注,luoe_teyi,《勒俄特依》译注,民族出版社,2017,扫描件,old_luoe_reference,region,old_print_pdf,medium,yi,,True,base_603_reviewed,official_gold,human_checked_existing_eval,,book_00287_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_005__yi_phonetic_parent_region,images/book_00287_luoe_parent__luoe_teyi_annotated_p168_old_luoe_reference__v4_box_005__yi_phonetic_parent_region.png,luoe_teyi_annotated_p168_old_luoe_reference.png,168,5,,yi_phonetic_parent_region,False,8,8,1,7,0,0,0
